exposure_id,customer_id,exposure_time,campaign_type,coupon_cost
471689327_offer_151,471689327,2013-03-30 11:47:00,TypeA,7500
471690915_offer_151,471690915,2013-03-01 10:28:00,TypeA,10000
471728051_offer_151,471728051,2013-03-13 10:48:00,TypeA,10000
471763587_offer_151,471763587,2013-03-01 11:13:00,TypeA,10000
471770702_offer_151,471770702,2013-03-30 10:35:00,TypeA,7500
471772340_offer_151,471772340,2013-04-25 09:00:00,TypeA,10000
471787594_offer_151,471787594,2013-04-27 09:03:00,TypeA,10000
471788951_offer_151,471788951,2013-04-24 09:12:00,TypeB,20000
471812641_offer_151,471812641,2013-03-17 11:13:00,TypeA,10000
471814576_offer_151,471814576,2013-03-29 10:20:00,TypeA,7500
471821371_offer_151,471821371,2013-03-29 11:22:00,TypeA,7500
471824063_offer_151,471824063,2013-04-09 10:07:00,TypeA,7500
471846636_offer_151,471846636,2013-03-13 11:29:00,TypeB,20000
471861426_offer_151,471861426,2013-03-16 10:20:00,TypeB,20000
471862172_offer_151,471862172,2013-03-01 10:51:00,TypeA,10000
471878956_offer_151,471878956,2013-04-23 11:37:00,TypeB,20000
471880094_offer_151,471880094,2013-03-06 11:02:00,TypeA,10000
471916392_offer_151,471916392,2013-03-25 10:11:00,TypeA,7500
471919016_offer_151,471919016,2013-03-27 09:43:00,TypeA,7500
471923816_offer_151,471923816,2013-03-04 11:50:00,TypeA,10000
471943195_offer_151,471943195,2013-03-13 11:46:00,TypeB,20000
471990177_offer_151,471990177,2013-03-05 10:50:00,TypeA,10000
472009748_offer_151,472009748,2013-04-27 09:35:00,TypeC,30000
472018947_offer_151,472018947,2013-03-16 09:46:00,TypeA,10000
472023398_offer_151,472023398,2013-03-28 11:46:00,TypeA,10000
472058564_offer_151,472058564,2013-04-02 10:12:00,TypeB,15000
472073520_offer_151,472073520,2013-03-30 09:30:00,TypeA,7500
472091769_offer_151,472091769,2013-03-13 11:49:00,TypeA,10000
472103531_offer_151,472103531,2013-03-05 09:29:00,TypeA,10000
472117054_offer_151,472117054,2013-04-22 10:57:00,TypeA,10000
472141532_offer_151,472141532,2013-03-14 09:46:00,TypeB,20000
472193829_offer_151,472193829,2013-03-04 10:48:00,TypeA,10000
472215111_offer_151,472215111,2013-03-16 11:43:00,TypeA,10000
472244601_offer_151,472244601,2013-03-02 10:18:00,TypeA,10000
472277408_offer_151,472277408,2013-03-25 09:56:00,TypeA,7500
472288589_offer_151,472288589,2013-03-31 09:51:00,TypeB,15000
472313643_offer_151,472313643,2013-04-28 09:26:00,TypeB,20000
472325744_offer_151,472325744,2013-03-22 10:18:00,TypeA,10000
472368919_offer_151,472368919,2013-03-21 09:29:00,TypeB,20000
472374641_offer_151,472374641,2013-03-26 10:43:00,TypeA,7500
472474362_offer_151,472474362,2013-03-30 09:22:00,TypeA,7500
472516347_offer_151,472516347,2013-03-03 09:48:00,TypeA,10000
472590163_offer_151,472590163,2013-03-21 10:53:00,TypeB,20000
472680566_offer_151,472680566,2013-03-27 10:28:00,TypeA,7500
472772970_offer_151,472772970,2013-03-30 10:16:00,TypeB,15000
472820018_offer_151,472820018,2013-03-04 10:57:00,TypeA,10000
473033776_offer_151,473033776,2013-04-22 09:53:00,TypeA,10000
473262970_offer_151,473262970,2013-03-30 10:26:00,TypeA,10000
473266059_offer_151,473266059,2013-03-02 10:54:00,TypeA,10000
473274131_offer_151,473274131,2013-03-03 11:39:00,TypeA,10000
473276465_offer_151,473276465,2013-03-22 09:16:00,TypeA,10000
473336949_offer_151,473336949,2013-03-02 10:23:00,TypeA,10000
473342140_offer_151,473342140,2013-04-23 10:46:00,TypeC,30000
473390671_offer_151,473390671,2013-03-01 09:37:00,TypeA,10000
473492142_offer_151,473492142,2013-03-16 10:23:00,TypeA,10000
473494892_offer_151,473494892,2013-04-24 10:55:00,TypeB,20000
473542006_offer_151,473542006,2013-03-02 09:57:00,TypeA,10000
473558963_offer_151,473558963,2013-04-27 11:07:00,TypeA,10000
473581788_offer_151,473581788,2013-03-25 09:58:00,TypeA,7500
473587086_offer_151,473587086,2013-03-29 09:46:00,TypeA,7500
473618656_offer_151,473618656,2013-03-25 09:06:00,TypeA,7500
473631188_offer_151,473631188,2013-03-30 10:36:00,TypeA,10000
473634349_offer_151,473634349,2013-03-02 11:40:00,TypeA,10000
473696865_offer_151,473696865,2013-04-27 11:58:00,TypeB,20000
473769239_offer_151,473769239,2013-04-01 09:33:00,TypeA,7500
473774546_offer_151,473774546,2013-03-16 09:53:00,TypeB,20000
473777937_offer_151,473777937,2013-04-23 09:04:00,TypeA,7500
473790707_offer_151,473790707,2013-03-03 09:56:00,TypeA,10000
473791635_offer_151,473791635,2013-03-25 09:59:00,TypeA,7500
473794696_offer_151,473794696,2013-03-03 09:19:00,TypeA,10000
473803724_offer_151,473803724,2013-03-29 10:09:00,TypeA,10000
473855475_offer_151,473855475,2013-03-26 11:42:00,TypeA,7500
473909567_offer_151,473909567,2013-04-26 09:19:00,TypeB,20000
473989009_offer_151,473989009,2013-03-17 09:29:00,TypeA,10000
474030138_offer_151,474030138,2013-03-12 11:22:00,TypeA,10000
474047471_offer_151,474047471,2013-03-01 10:33:00,TypeA,10000
474067022_offer_151,474067022,2013-04-21 09:25:00,TypeA,7500
474121891_offer_151,474121891,2013-03-30 09:20:00,TypeA,10000
474133744_offer_151,474133744,2013-03-30 11:24:00,TypeA,10000
474148283_offer_151,474148283,2013-03-28 09:19:00,TypeB,20000
474215303_offer_151,474215303,2013-03-26 09:00:00,TypeA,7500
474313281_offer_151,474313281,2013-03-29 10:07:00,TypeA,7500
474366638_offer_151,474366638,2013-04-04 11:35:00,TypeB,15000
474390714_offer_151,474390714,2013-04-27 09:48:00,TypeB,20000
474399481_offer_151,474399481,2013-03-03 09:00:00,TypeA,10000
474448980_offer_151,474448980,2013-03-01 11:20:00,TypeA,10000
474483586_offer_151,474483586,2013-03-23 09:17:00,TypeA,10000
474515589_offer_151,474515589,2013-04-27 11:48:00,TypeA,10000
474555787_offer_151,474555787,2013-03-05 11:29:00,TypeA,10000
474604960_offer_151,474604960,2013-03-13 09:20:00,TypeA,10000
474760960_offer_151,474760960,2013-03-28 10:50:00,TypeA,7500
474792949_offer_151,474792949,2013-03-25 10:33:00,TypeA,7500
474825116_offer_151,474825116,2013-03-02 10:59:00,TypeA,10000
474840028_offer_151,474840028,2013-03-03 09:28:00,TypeA,10000
474935255_offer_151,474935255,2013-03-16 10:01:00,TypeA,10000
474944912_offer_151,474944912,2013-03-01 10:53:00,TypeA,10000
475082589_offer_151,475082589,2013-03-01 09:59:00,TypeA,10000
475129588_offer_151,475129588,2013-04-02 10:05:00,TypeA,10000
475146098_offer_151,475146098,2013-03-13 10:26:00,TypeA,10000
475164369_offer_151,475164369,2013-04-24 11:09:00,TypeB,20000
475167341_offer_151,475167341,2013-03-22 10:02:00,TypeA,10000
475212025_offer_151,475212025,2013-03-03 09:04:00,TypeA,10000
475241394_offer_151,475241394,2013-03-30 11:22:00,TypeA,7500
475360102_offer_151,475360102,2013-03-12 09:35:00,TypeA,10000
475418458_offer_151,475418458,2013-03-12 09:57:00,TypeA,10000
475455115_offer_151,475455115,2013-03-25 10:57:00,TypeA,7500
475457254_offer_151,475457254,2013-03-01 11:38:00,TypeA,10000
475457789_offer_151,475457789,2013-03-03 10:23:00,TypeA,10000
475549328_offer_151,475549328,2013-03-06 09:42:00,TypeA,10000
475553701_offer_151,475553701,2013-04-27 11:14:00,TypeB,20000
475631265_offer_151,475631265,2013-03-01 10:56:00,TypeA,10000
475633564_offer_151,475633564,2013-04-27 09:18:00,TypeB,20000
475730365_offer_151,475730365,2013-03-29 11:16:00,TypeA,7500
475735088_offer_151,475735088,2013-04-16 09:20:00,TypeA,7500
475752086_offer_151,475752086,2013-04-04 11:08:00,TypeA,10000
475775189_offer_151,475775189,2013-03-27 09:54:00,TypeA,7500
475792232_offer_151,475792232,2013-03-30 09:24:00,TypeA,7500
475805682_offer_151,475805682,2013-04-04 10:23:00,TypeA,7500
475832844_offer_151,475832844,2013-03-03 11:40:00,TypeA,10000
475845245_offer_151,475845245,2013-03-26 09:49:00,TypeA,7500
475909034_offer_151,475909034,2013-03-27 09:46:00,TypeB,20000
476031195_offer_151,476031195,2013-03-29 11:23:00,TypeA,10000
476052459_offer_151,476052459,2013-03-15 09:34:00,TypeB,20000
476154777_offer_151,476154777,2013-03-16 10:15:00,TypeA,10000
476229927_offer_151,476229927,2013-03-25 11:02:00,TypeA,7500
476272971_offer_151,476272971,2013-04-24 10:20:00,TypeC,30000
476323928_offer_151,476323928,2013-03-29 11:54:00,TypeA,7500
476346717_offer_151,476346717,2013-03-01 09:31:00,TypeA,10000
476399122_offer_151,476399122,2013-03-27 10:51:00,TypeA,7500
476424173_offer_151,476424173,2013-03-16 09:11:00,TypeB,20000
476481032_offer_151,476481032,2013-03-26 11:58:00,TypeA,7500
476504839_offer_151,476504839,2013-03-02 10:49:00,TypeA,10000
476533957_offer_151,476533957,2013-03-02 10:05:00,TypeA,10000
476558214_offer_151,476558214,2013-04-05 11:58:00,TypeA,10000
476619576_offer_151,476619576,2013-04-02 11:55:00,TypeB,15000
476642116_offer_151,476642116,2013-03-06 09:35:00,TypeA,10000
476700378_offer_151,476700378,2013-03-25 10:38:00,TypeA,7500
476774248_offer_151,476774248,2013-03-28 09:23:00,TypeB,20000
476802905_offer_151,476802905,2013-04-03 09:44:00,TypeA,10000
476876992_offer_151,476876992,2013-03-16 11:13:00,TypeB,20000
476889538_offer_151,476889538,2013-03-26 11:37:00,TypeA,7500
476891339_offer_151,476891339,2013-04-25 10:40:00,TypeB,20000
476902891_offer_151,476902891,2013-04-24 10:43:00,TypeB,20000
476946760_offer_151,476946760,2013-03-22 09:11:00,TypeA,10000
476995963_offer_151,476995963,2013-03-15 11:40:00,TypeA,10000
476996090_offer_151,476996090,2013-03-12 10:39:00,TypeA,10000
477009975_offer_151,477009975,2013-03-05 09:38:00,TypeA,10000
477189483_offer_151,477189483,2013-04-03 09:30:00,TypeB,15000
477241349_offer_151,477241349,2013-03-26 11:24:00,TypeA,7500
477403971_offer_151,477403971,2013-04-01 11:27:00,TypeB,15000
477528656_offer_151,477528656,2013-04-06 10:09:00,TypeA,7500
477965967_offer_151,477965967,2013-04-04 10:30:00,TypeA,10000
478543264_offer_151,478543264,2013-03-30 09:20:00,TypeA,7500
478558187_offer_151,478558187,2013-03-25 11:11:00,TypeA,7500
478652198_offer_151,478652198,2013-03-25 10:52:00,TypeA,7500
478730685_offer_151,478730685,2013-03-28 11:51:00,TypeA,7500
478750066_offer_151,478750066,2013-04-25 11:54:00,TypeB,20000
479038915_offer_151,479038915,2013-03-26 10:13:00,TypeA,7500
479039098_offer_151,479039098,2013-04-19 11:16:00,TypeB,15000
479180112_offer_151,479180112,2013-04-01 09:37:00,TypeA,7500
479250759_offer_151,479250759,2013-03-27 09:57:00,TypeA,7500
479293350_offer_151,479293350,2013-03-30 09:39:00,TypeA,7500
479390507_offer_151,479390507,2013-04-24 10:20:00,TypeB,20000
479414657_offer_151,479414657,2013-04-08 10:05:00,TypeB,15000
479537658_offer_151,479537658,2013-03-28 11:09:00,TypeA,7500
479708222_offer_151,479708222,2013-03-30 09:45:00,TypeB,15000
480050869_offer_151,480050869,2013-04-05 10:16:00,TypeA,10000
480114288_offer_151,480114288,2013-04-26 11:55:00,TypeB,20000
480715516_offer_151,480715516,2013-03-27 10:06:00,TypeA,7500
482541448_offer_151,482541448,2013-03-25 10:01:00,TypeA,7500
482709592_offer_151,482709592,2013-04-23 10:18:00,TypeC,30000
482910483_offer_151,482910483,2013-04-24 10:10:00,TypeA,10000
483225874_offer_151,483225874,2013-04-17 11:51:00,TypeA,7500
486364914_offer_151,486364914,2013-04-17 10:01:00,TypeB,15000
486702075_offer_151,486702075,2013-04-24 09:34:00,TypeA,10000
486772691_offer_151,486772691,2013-04-17 09:57:00,TypeA,7500
486861630_offer_151,486861630,2013-03-25 09:32:00,TypeA,7500
488949926_offer_151,488949926,2013-04-25 10:19:00,TypeB,20000
489384822_offer_151,489384822,2013-04-29 10:31:00,TypeA,10000
489514469_offer_151,489514469,2013-04-16 09:40:00,TypeA,7500
489900830_offer_151,489900830,2013-04-04 09:01:00,TypeA,7500
490342137_offer_151,490342137,2013-03-25 10:32:00,TypeA,7500
491325135_offer_151,491325135,2013-04-22 10:23:00,TypeA,10000
491417493_offer_151,491417493,2013-04-28 09:00:00,TypeA,10000
491789814_offer_151,491789814,2013-04-02 11:42:00,TypeA,7500
492233259_offer_151,492233259,2013-04-04 09:54:00,TypeA,10000
493807108_offer_151,493807108,2013-04-28 11:26:00,TypeA,10000
493924300_offer_151,493924300,2013-04-16 09:20:00,TypeA,7500
494486846_offer_151,494486846,2013-04-24 11:40:00,TypeA,10000
494813532_offer_151,494813532,2013-04-22 09:09:00,TypeA,10000
494819923_offer_151,494819923,2013-03-15 09:31:00,TypeB,20000
494844110_offer_151,494844110,2013-04-24 09:52:00,TypeA,10000
494849291_offer_151,494849291,2013-03-27 11:24:00,TypeA,7500
494868717_offer_151,494868717,2013-03-13 10:50:00,TypeB,20000
494875101_offer_151,494875101,2013-03-19 09:53:00,TypeB,20000
494966825_offer_151,494966825,2013-04-25 10:32:00,TypeA,10000
494975037_offer_151,494975037,2013-04-26 09:24:00,TypeB,15000
494975374_offer_151,494975374,2013-03-27 10:11:00,TypeB,15000
494985670_offer_151,494985670,2013-03-28 11:02:00,TypeA,7500
494988600_offer_151,494988600,2013-03-27 11:43:00,TypeB,15000
495016963_offer_151,495016963,2013-03-13 10:33:00,TypeB,20000
495020820_offer_151,495020820,2013-04-06 10:31:00,TypeA,7500
495023498_offer_151,495023498,2013-03-15 09:22:00,TypeB,20000
495027749_offer_151,495027749,2013-04-25 11:36:00,TypeA,10000
495041814_offer_151,495041814,2013-03-18 11:17:00,TypeB,20000
495056650_offer_151,495056650,2013-03-15 09:37:00,TypeB,20000
495082378_offer_151,495082378,2013-03-25 10:46:00,TypeA,7500
495086329_offer_151,495086329,2013-03-27 09:03:00,TypeB,15000
495090972_offer_151,495090972,2013-04-22 11:58:00,TypeA,10000
495095295_offer_151,495095295,2013-04-24 11:56:00,TypeA,10000
495096280_offer_151,495096280,2013-04-22 11:57:00,TypeA,10000
495097522_offer_151,495097522,2013-03-24 10:34:00,TypeB,20000
495110721_offer_151,495110721,2013-04-24 09:47:00,TypeB,20000
495116034_offer_151,495116034,2013-03-14 09:13:00,TypeB,20000
495125162_offer_151,495125162,2013-04-03 10:40:00,TypeB,15000
495128815_offer_151,495128815,2013-03-27 09:26:00,TypeB,20000
495131514_offer_151,495131514,2013-04-25 11:50:00,TypeB,15000
495142426_offer_151,495142426,2013-03-13 09:15:00,TypeB,20000
495145430_offer_151,495145430,2013-04-24 10:01:00,TypeB,15000
495146023_offer_151,495146023,2013-03-14 09:15:00,TypeB,20000
495148704_offer_151,495148704,2013-04-22 10:36:00,TypeA,10000
495152674_offer_151,495152674,2013-03-15 10:57:00,TypeB,20000
495153129_offer_151,495153129,2013-04-29 09:04:00,TypeA,10000
495154597_offer_151,495154597,2013-04-26 11:16:00,TypeA,10000
495162576_offer_151,495162576,2013-04-23 09:23:00,TypeA,10000
495164343_offer_151,495164343,2013-04-25 11:15:00,TypeB,15000
495170929_offer_151,495170929,2013-04-24 11:00:00,TypeB,20000
495179552_offer_151,495179552,2013-03-26 09:34:00,TypeB,15000
495186700_offer_151,495186700,2013-03-19 09:37:00,TypeB,20000
495190842_offer_151,495190842,2013-04-30 11:12:00,TypeB,15000
495191481_offer_151,495191481,2013-03-29 11:04:00,TypeA,7500
495192352_offer_151,495192352,2013-04-28 11:41:00,TypeA,10000
495215925_offer_151,495215925,2013-03-26 11:15:00,TypeA,7500
495236547_offer_151,495236547,2013-03-25 10:48:00,TypeB,15000
495239225_offer_151,495239225,2013-03-27 10:14:00,TypeB,15000
495246035_offer_151,495246035,2013-03-13 10:10:00,TypeB,20000
495246826_offer_151,495246826,2013-03-13 10:55:00,TypeB,20000
495258527_offer_151,495258527,2013-04-22 09:05:00,TypeA,10000
495259560_offer_151,495259560,2013-04-24 09:55:00,TypeA,10000
495261088_offer_151,495261088,2013-03-27 11:40:00,TypeB,15000
495266708_offer_151,495266708,2013-04-23 11:55:00,TypeA,10000
495267009_offer_151,495267009,2013-04-25 10:34:00,TypeB,15000
495267372_offer_151,495267372,2013-03-14 10:19:00,TypeB,20000
495273033_offer_151,495273033,2013-04-23 11:28:00,TypeA,10000
495273228_offer_151,495273228,2013-04-26 09:34:00,TypeB,15000
495273908_offer_151,495273908,2013-04-26 10:33:00,TypeB,15000
495277690_offer_151,495277690,2013-04-28 11:23:00,TypeA,10000
495279100_offer_151,495279100,2013-03-30 11:16:00,TypeA,7500
495284637_offer_151,495284637,2013-03-22 10:09:00,TypeB,20000
495286687_offer_151,495286687,2013-04-22 11:26:00,TypeA,10000
495291811_offer_151,495291811,2013-03-13 10:37:00,TypeB,20000
495295522_offer_151,495295522,2013-04-26 09:02:00,TypeB,20000
495295797_offer_151,495295797,2013-04-25 09:46:00,TypeA,10000
495297276_offer_151,495297276,2013-04-17 09:39:00,TypeA,7500
495306630_offer_151,495306630,2013-04-22 09:59:00,TypeA,10000
495326469_offer_151,495326469,2013-04-30 10:46:00,TypeB,20000
495330267_offer_151,495330267,2013-03-13 09:56:00,TypeB,20000
495331617_offer_151,495331617,2013-03-26 10:47:00,TypeA,7500
495332502_offer_151,495332502,2013-04-19 09:15:00,TypeA,7500
495335719_offer_151,495335719,2013-04-28 10:27:00,TypeB,15000
495337608_offer_151,495337608,2013-03-27 11:32:00,TypeB,15000
495350558_offer_151,495350558,2013-03-13 11:52:00,TypeB,20000
495351382_offer_151,495351382,2013-03-15 09:46:00,TypeB,20000
495362404_offer_151,495362404,2013-03-30 10:35:00,TypeB,15000
495364093_offer_151,495364093,2013-03-26 10:58:00,TypeB,15000
495368643_offer_151,495368643,2013-04-25 11:32:00,TypeB,15000
495376018_offer_151,495376018,2013-04-21 10:36:00,TypeA,7500
495377890_offer_151,495377890,2013-03-13 09:36:00,TypeB,20000
495383367_offer_151,495383367,2013-03-26 10:01:00,TypeA,7500
495390439_offer_151,495390439,2013-03-26 10:40:00,TypeB,15000
495391258_offer_151,495391258,2013-04-23 11:53:00,TypeB,20000
495397007_offer_151,495397007,2013-04-22 09:49:00,TypeA,10000
495397525_offer_151,495397525,2013-04-25 10:32:00,TypeB,15000
495398752_offer_151,495398752,2013-03-24 09:44:00,TypeB,20000
495400632_offer_151,495400632,2013-03-15 11:11:00,TypeB,20000
495401161_offer_151,495401161,2013-03-13 10:50:00,TypeB,20000
495404007_offer_151,495404007,2013-03-14 11:28:00,TypeB,20000
495408038_offer_151,495408038,2013-03-26 10:13:00,TypeA,7500
495409683_offer_151,495409683,2013-04-24 11:06:00,TypeB,15000
495409990_offer_151,495409990,2013-04-25 10:43:00,TypeB,15000
495421032_offer_151,495421032,2013-04-24 09:23:00,TypeB,15000
495426870_offer_151,495426870,2013-04-22 09:22:00,TypeA,10000
495427847_offer_151,495427847,2013-04-26 10:29:00,TypeB,15000
495429489_offer_151,495429489,2013-03-31 10:08:00,TypeA,7500
495430489_offer_151,495430489,2013-03-20 11:26:00,TypeB,20000
495431154_offer_151,495431154,2013-03-25 10:15:00,TypeB,15000
495437793_offer_151,495437793,2013-03-27 11:03:00,TypeB,15000
495442597_offer_151,495442597,2013-04-24 09:33:00,TypeB,20000
495449633_offer_151,495449633,2013-03-30 10:18:00,TypeA,7500
495451808_offer_151,495451808,2013-03-27 11:45:00,TypeB,15000
495465824_offer_151,495465824,2013-04-17 11:21:00,TypeB,15000
495468257_offer_151,495468257,2013-03-22 11:24:00,TypeB,20000
495471714_offer_151,495471714,2013-04-17 11:36:00,TypeA,7500
495471985_offer_151,495471985,2013-04-29 09:21:00,TypeA,10000
495476944_offer_151,495476944,2013-04-07 11:45:00,TypeA,10000
495493150_offer_151,495493150,2013-03-16 09:08:00,TypeB,20000
495493564_offer_151,495493564,2013-03-27 09:30:00,TypeA,7500
495495097_offer_151,495495097,2013-04-08 11:30:00,TypeB,15000
495507393_offer_151,495507393,2013-04-24 09:22:00,TypeA,10000
495508752_offer_151,495508752,2013-04-26 10:06:00,TypeA,10000
495509108_offer_151,495509108,2013-04-28 09:02:00,TypeA,10000
495516045_offer_151,495516045,2013-04-28 09:12:00,TypeA,10000
495519140_offer_151,495519140,2013-03-29 10:15:00,TypeA,7500
495519217_offer_151,495519217,2013-03-13 11:46:00,TypeB,20000
495520453_offer_151,495520453,2013-04-05 09:06:00,TypeB,15000
495521397_offer_151,495521397,2013-04-25 10:15:00,TypeA,10000
495536491_offer_151,495536491,2013-03-17 11:50:00,TypeB,20000
495550297_offer_151,495550297,2013-03-27 11:16:00,TypeB,15000
495550636_offer_151,495550636,2013-04-24 09:28:00,TypeA,10000
495552655_offer_151,495552655,2013-03-13 09:44:00,TypeB,20000
495554422_offer_151,495554422,2013-03-26 11:36:00,TypeB,20000
495560087_offer_151,495560087,2013-04-24 11:53:00,TypeB,15000
495564945_offer_151,495564945,2013-03-17 11:38:00,TypeB,20000
495570085_offer_151,495570085,2013-04-23 09:43:00,TypeB,15000
495577174_offer_151,495577174,2013-03-16 10:13:00,TypeB,20000
495579173_offer_151,495579173,2013-03-25 09:53:00,TypeB,15000
495580810_offer_151,495580810,2013-03-25 11:53:00,TypeB,15000
495585257_offer_151,495585257,2013-04-23 10:44:00,TypeC,30000
495586480_offer_151,495586480,2013-04-26 09:42:00,TypeB,20000
495595246_offer_151,495595246,2013-03-17 09:06:00,TypeB,20000
495597308_offer_151,495597308,2013-04-26 11:40:00,TypeA,10000
495601280_offer_151,495601280,2013-03-18 09:34:00,TypeB,20000
495601841_offer_151,495601841,2013-04-18 11:02:00,TypeA,7500
495611483_offer_151,495611483,2013-04-26 09:29:00,TypeA,10000
495614441_offer_151,495614441,2013-03-25 11:07:00,TypeA,7500
495619261_offer_151,495619261,2013-03-25 11:10:00,TypeB,15000
495637811_offer_151,495637811,2013-04-05 11:17:00,TypeA,7500
495650782_offer_151,495650782,2013-03-15 10:40:00,TypeB,20000
495653636_offer_151,495653636,2013-04-04 11:16:00,TypeA,10000
495653934_offer_151,495653934,2013-03-28 11:30:00,TypeB,20000
495654165_offer_151,495654165,2013-03-29 09:34:00,TypeA,7500
495658422_offer_151,495658422,2013-04-27 10:59:00,TypeA,10000
495658797_offer_151,495658797,2013-03-19 11:19:00,TypeB,20000
495661411_offer_151,495661411,2013-04-26 11:08:00,TypeA,10000
495663427_offer_151,495663427,2013-03-30 09:36:00,TypeA,7500
495677160_offer_151,495677160,2013-04-24 10:43:00,TypeA,10000
495700192_offer_151,495700192,2013-04-19 10:11:00,TypeA,7500
495704217_offer_151,495704217,2013-04-28 09:08:00,TypeA,10000
495708490_offer_151,495708490,2013-03-25 11:37:00,TypeB,15000
495711850_offer_151,495711850,2013-04-23 10:04:00,TypeA,7500
495713432_offer_151,495713432,2013-03-17 10:14:00,TypeB,20000
495714913_offer_151,495714913,2013-03-30 10:16:00,TypeA,7500
495731778_offer_151,495731778,2013-04-05 11:20:00,TypeA,10000
495731784_offer_151,495731784,2013-04-26 10:21:00,TypeB,15000
495732957_offer_151,495732957,2013-03-15 11:06:00,TypeB,20000
495733667_offer_151,495733667,2013-03-15 10:20:00,TypeB,20000
495736697_offer_151,495736697,2013-03-16 09:19:00,TypeB,20000
495737301_offer_151,495737301,2013-04-22 09:47:00,TypeA,10000
495738948_offer_151,495738948,2013-04-21 10:45:00,TypeA,7500
495739753_offer_151,495739753,2013-03-30 10:07:00,TypeB,15000
495741678_offer_151,495741678,2013-04-28 09:00:00,TypeA,10000
495742033_offer_151,495742033,2013-03-27 09:08:00,TypeB,20000
495746060_offer_151,495746060,2013-03-28 09:14:00,TypeA,7500
495746745_offer_151,495746745,2013-04-20 11:16:00,TypeA,7500
495748123_offer_151,495748123,2013-04-08 10:49:00,TypeA,7500
495748792_offer_151,495748792,2013-04-25 10:19:00,TypeB,15000
495755218_offer_151,495755218,2013-04-27 11:55:00,TypeA,10000
495756569_offer_151,495756569,2013-04-03 10:44:00,TypeB,15000
495756989_offer_151,495756989,2013-03-26 10:23:00,TypeB,15000
495764414_offer_151,495764414,2013-04-16 10:54:00,TypeB,15000
495764421_offer_151,495764421,2013-03-25 10:08:00,TypeB,15000
495766658_offer_151,495766658,2013-03-26 09:10:00,TypeB,20000
495777083_offer_151,495777083,2013-04-22 11:39:00,TypeA,10000
495794709_offer_151,495794709,2013-04-25 09:42:00,TypeA,10000
495795654_offer_151,495795654,2013-03-14 09:11:00,TypeB,20000
495795861_offer_151,495795861,2013-04-28 11:16:00,TypeA,10000
495800487_offer_151,495800487,2013-04-25 10:25:00,TypeA,10000
495808765_offer_151,495808765,2013-04-08 09:38:00,TypeA,10000
495809018_offer_151,495809018,2013-04-22 09:13:00,TypeA,10000
495810655_offer_151,495810655,2013-04-24 10:21:00,TypeA,10000
495814044_offer_151,495814044,2013-04-01 09:21:00,TypeB,15000
495819320_offer_151,495819320,2013-04-04 09:32:00,TypeA,10000
495830479_offer_151,495830479,2013-04-17 11:54:00,TypeB,15000
495833542_offer_151,495833542,2013-04-23 10:00:00,TypeB,20000
495834213_offer_151,495834213,2013-04-28 11:04:00,TypeB,15000
495834845_offer_151,495834845,2013-04-23 09:47:00,TypeA,10000
495836475_offer_151,495836475,2013-03-16 09:20:00,TypeB,20000
495839141_offer_151,495839141,2013-03-27 11:06:00,TypeB,20000
495844112_offer_151,495844112,2013-03-25 10:44:00,TypeA,7500
495847251_offer_151,495847251,2013-04-23 10:50:00,TypeA,10000
495847702_offer_151,495847702,2013-03-13 10:15:00,TypeB,20000
495852509_offer_151,495852509,2013-04-28 11:44:00,TypeB,15000
495860258_offer_151,495860258,2013-04-25 09:35:00,TypeA,10000
495864444_offer_151,495864444,2013-04-22 11:45:00,TypeA,10000
495865180_offer_151,495865180,2013-03-30 10:31:00,TypeA,7500
495870437_offer_151,495870437,2013-03-16 09:44:00,TypeB,20000
495873387_offer_151,495873387,2013-04-26 10:34:00,TypeB,20000
495880247_offer_151,495880247,2013-04-24 11:59:00,TypeB,15000
495901427_offer_151,495901427,2013-04-18 10:42:00,TypeB,15000
495901458_offer_151,495901458,2013-04-23 09:34:00,TypeA,10000
495909630_offer_151,495909630,2013-04-22 11:46:00,TypeA,10000
495910583_offer_151,495910583,2013-04-22 10:49:00,TypeA,10000
495925373_offer_151,495925373,2013-04-27 09:00:00,TypeB,15000
495926563_offer_151,495926563,2013-04-26 11:16:00,TypeA,10000
495928663_offer_151,495928663,2013-03-13 10:56:00,TypeB,20000
495935448_offer_151,495935448,2013-03-14 09:19:00,TypeB,20000
495937704_offer_151,495937704,2013-04-25 11:14:00,TypeB,15000
495941542_offer_151,495941542,2013-04-28 11:19:00,TypeA,10000
495951060_offer_151,495951060,2013-04-28 09:03:00,TypeA,10000
495952186_offer_151,495952186,2013-04-27 11:27:00,TypeB,15000
495955278_offer_151,495955278,2013-03-14 09:52:00,TypeB,20000
495962669_offer_151,495962669,2013-04-23 11:52:00,TypeA,10000
495963888_offer_151,495963888,2013-04-24 10:21:00,TypeA,10000
495966883_offer_151,495966883,2013-03-13 11:13:00,TypeB,20000
495970835_offer_151,495970835,2013-04-24 11:34:00,TypeB,20000
495976260_offer_151,495976260,2013-04-27 11:11:00,TypeB,15000
495980899_offer_151,495980899,2013-04-23 10:35:00,TypeA,10000
495986602_offer_151,495986602,2013-03-14 09:11:00,TypeB,20000
495990688_offer_151,495990688,2013-04-28 10:55:00,TypeB,15000
495992044_offer_151,495992044,2013-04-25 09:24:00,TypeC,30000
