customer_id,treatment_group,treatment_flag,campaign_type,coupon_cost,assigned_at,exposure_count,redeemed_campaigns,coupon_redeem_count_total,treatment_lift_base
555919796,contacted,1,TypeA,10000,2013-04-23 10:21:00,1,1,3,0.170239
555946544,contacted,1,TypeB,20000,2013-03-13 11:06:00,1,0,0,-0.035914
555975809,contacted,1,TypeB,20000,2013-03-17 11:44:00,1,0,0,-0.038818
555986330,contacted,1,TypeB,20000,2013-04-26 11:50:00,1,0,0,-0.040174
556023469,contacted,1,TypeA,7500,2013-03-25 09:08:00,1,0,0,0.016605
556033657,contacted,1,TypeB,15000,2013-04-17 09:43:00,1,0,0,-0.01665
556037005,contacted,1,TypeA,7500,2013-03-26 11:46:00,1,0,0,0.021891
556063767,contacted,1,TypeA,10000,2013-04-28 11:02:00,1,0,0,0.016128
556080965,contacted,1,TypeB,15000,2013-04-26 10:03:00,1,0,0,-0.015112
556149154,contacted,1,TypeB,15000,2013-03-25 10:09:00,1,1,1,0.140541
556160265,contacted,1,TypeB,20000,2013-03-23 09:27:00,1,0,0,-0.033727
556194004,contacted,1,TypeB,15000,2013-03-27 11:02:00,1,0,0,-0.016209
556288753,contacted,1,TypeA,7500,2013-03-26 11:30:00,1,1,1,0.171238
556301335,contacted,1,TypeA,7500,2013-04-05 09:02:00,1,0,0,0.021226
556319066,contacted,1,TypeB,15000,2013-03-26 11:01:00,1,0,0,-0.010203
556334632,contacted,1,TypeA,7500,2013-04-17 10:02:00,1,0,0,0.016925
556340493,contacted,1,TypeB,15000,2013-04-25 11:42:00,1,1,2,0.145623
556356040,contacted,1,TypeB,15000,2013-04-06 09:28:00,1,0,0,-0.012866
556378489,contacted,1,TypeB,20000,2013-03-17 09:27:00,1,0,0,-0.035117
556392337,contacted,1,TypeB,20000,2013-03-14 09:58:00,1,0,0,-0.031151
556404249,contacted,1,TypeA,7500,2013-03-27 10:59:00,1,0,0,0.018055
556418078,contacted,1,TypeB,20000,2013-03-13 11:42:00,1,0,0,-0.032994
556427599,contacted,1,TypeB,15000,2013-04-12 11:38:00,1,0,0,-0.010701
556441419,contacted,1,TypeA,10000,2013-04-28 09:08:00,1,0,0,0.017094
556443074,contacted,1,TypeB,15000,2013-04-27 09:58:00,1,0,0,-0.012498
556498265,contacted,1,TypeB,20000,2013-03-18 09:32:00,1,0,0,-0.033234
556529457,contacted,1,TypeA,10000,2013-04-27 11:32:00,1,0,0,0.010877
556547409,contacted,1,TypeA,10000,2013-04-22 11:58:00,1,0,0,0.010461
556581941,contacted,1,TypeB,15000,2013-04-28 09:02:00,1,0,0,-0.011531
556601638,contacted,1,TypeB,20000,2013-03-14 09:27:00,1,0,0,-0.031817
556606924,contacted,1,TypeA,10000,2013-04-25 10:21:00,1,0,0,0.008566
556621494,contacted,1,TypeB,20000,2013-03-28 09:00:00,1,0,0,-0.035189
556651784,contacted,1,TypeB,20000,2013-03-17 11:07:00,1,1,1,0.128082
556653021,contacted,1,TypeA,7500,2013-03-29 11:11:00,1,0,0,0.021768
556669809,contacted,1,TypeA,10000,2013-04-22 11:18:00,1,1,5,0.16822
556670604,contacted,1,TypeB,20000,2013-04-24 11:59:00,1,0,0,-0.03607
556679298,contacted,1,TypeA,7500,2013-04-03 10:08:00,1,1,1,0.176296
556706999,contacted,1,TypeA,10000,2013-04-27 10:07:00,1,1,1,0.178884
556733573,contacted,1,TypeB,15000,2013-04-05 09:47:00,1,1,2,0.147931
556922458,contacted,1,TypeA,10000,2013-04-26 11:41:00,1,0,0,0.006824
556956953,contacted,1,TypeB,20000,2013-04-30 09:40:00,1,0,0,-0.037546
556976854,contacted,1,TypeA,10000,2013-04-26 09:49:00,1,1,5,0.167528
556991561,contacted,1,TypeA,10000,2013-04-23 09:58:00,1,0,0,0.012877
557000894,contacted,1,TypeB,15000,2013-04-27 11:18:00,1,0,0,-0.014631
557037218,contacted,1,TypeA,10000,2013-04-29 11:41:00,1,0,0,0.008035
557062005,contacted,1,TypeB,20000,2013-03-17 10:56:00,1,0,0,-0.036236
557062869,contacted,1,TypeB,20000,2013-03-13 11:51:00,1,0,0,-0.045233
557067210,contacted,1,TypeB,20000,2013-03-14 10:46:00,1,0,0,-0.032328
557101004,contacted,1,TypeB,20000,2013-03-14 11:24:00,1,0,0,-0.032869
557102225,contacted,1,TypeB,15000,2013-03-25 10:40:00,1,0,0,-0.024615
557125883,contacted,1,TypeA,10000,2013-04-22 09:23:00,1,0,0,0.005831
557174291,contacted,1,TypeA,7500,2013-03-27 10:32:00,1,0,0,0.015065
557180318,contacted,1,TypeA,10000,2013-04-07 10:56:00,1,0,0,0.004239
557196591,contacted,1,TypeA,10000,2013-04-26 11:01:00,1,0,0,0.001233
557201715,contacted,1,TypeB,15000,2013-04-24 10:57:00,1,1,3,0.148123
557201737,contacted,1,TypeB,15000,2013-04-24 09:01:00,1,1,1,0.14468
557256964,contacted,1,TypeB,20000,2013-03-19 11:18:00,1,0,0,-0.035948
557267203,contacted,1,TypeB,15000,2013-03-25 10:19:00,1,0,0,-0.015485
557294032,contacted,1,TypeA,10000,2013-04-26 11:40:00,1,1,2,0.169525
557309597,contacted,1,TypeB,15000,2013-04-28 11:08:00,1,0,0,-0.013046
557317331,contacted,1,TypeA,10000,2013-04-22 11:44:00,1,0,0,0.010447
557324134,contacted,1,TypeB,20000,2013-03-26 10:26:00,1,0,0,-0.03207
557327640,contacted,1,TypeB,15000,2013-03-25 09:19:00,1,0,0,-0.013059
557355256,contacted,1,TypeA,7500,2013-03-25 11:18:00,1,1,1,0.180458
557393091,contacted,1,TypeB,20000,2013-03-14 11:46:00,1,0,0,-0.029237
557394829,contacted,1,TypeA,10000,2013-04-08 11:16:00,1,0,0,0.01177
557396585,contacted,1,TypeA,10000,2013-04-24 10:15:00,1,1,1,0.171937
557408738,contacted,1,TypeA,10000,2013-04-24 11:01:00,1,1,1,0.169922
557408939,contacted,1,TypeB,20000,2013-03-13 11:32:00,1,0,0,-0.038903
557428530,contacted,1,TypeB,20000,2013-03-28 10:27:00,1,1,2,0.124006
557470756,contacted,1,TypeB,15000,2013-04-05 09:36:00,1,0,0,-0.01024
557472535,contacted,1,TypeA,10000,2013-04-23 09:03:00,1,1,1,0.170646
557498347,contacted,1,TypeB,20000,2013-03-17 09:37:00,1,0,0,-0.029913
557519862,contacted,1,TypeA,10000,2013-04-22 11:52:00,1,1,1,0.172776
557543126,contacted,1,TypeB,20000,2013-03-13 11:57:00,1,0,0,-0.037956
557546573,contacted,1,TypeB,15000,2013-04-24 09:44:00,1,1,1,0.139368
557550085,contacted,1,TypeB,15000,2013-03-26 09:26:00,1,0,0,-0.010935
557573467,contacted,1,TypeB,15000,2013-04-03 10:02:00,1,0,0,-0.012357
557591374,contacted,1,TypeA,10000,2013-04-25 10:50:00,1,0,0,0.011733
557592235,contacted,1,TypeB,15000,2013-03-25 10:00:00,1,1,1,0.147911
557613946,contacted,1,TypeA,10000,2013-04-23 10:54:00,1,0,0,0.008142
557622548,contacted,1,TypeA,7500,2013-03-26 10:20:00,1,0,0,0.015567
557630269,contacted,1,TypeA,10000,2013-04-24 09:11:00,1,0,0,0.011358
557649978,contacted,1,TypeB,15000,2013-04-28 10:22:00,1,1,1,0.1484
557652442,contacted,1,TypeB,20000,2013-03-22 09:57:00,1,0,0,-0.024947
557653439,contacted,1,TypeB,20000,2013-03-14 10:17:00,1,0,0,-0.031918
557678545,contacted,1,TypeA,7500,2013-03-30 09:05:00,1,0,0,0.019131
557707940,contacted,1,TypeB,15000,2013-03-25 10:07:00,1,0,0,-0.01293
557715499,contacted,1,TypeB,20000,2013-03-13 09:44:00,1,0,0,-0.038663
557716435,contacted,1,TypeA,10000,2013-04-23 09:02:00,1,1,10,0.172448
557718929,contacted,1,TypeB,15000,2013-04-25 10:50:00,1,0,0,-0.015729
557758737,contacted,1,TypeB,20000,2013-03-13 11:28:00,1,0,0,-0.041134
557758757,contacted,1,TypeA,7500,2013-03-29 09:33:00,1,1,1,0.181694
557763873,contacted,1,TypeB,20000,2013-04-25 11:25:00,1,1,1,0.124505
557764743,contacted,1,TypeB,15000,2013-03-26 09:46:00,1,0,0,-0.014427
557841494,contacted,1,TypeA,7500,2013-03-29 11:11:00,1,1,1,0.180806
557863027,contacted,1,TypeB,20000,2013-03-13 11:22:00,1,0,0,-0.032222
557880340,contacted,1,TypeB,20000,2013-04-27 10:08:00,1,1,2,0.126892
557961354,contacted,1,TypeB,20000,2013-03-16 10:06:00,1,0,0,-0.033815
557961894,contacted,1,TypeB,20000,2013-04-26 09:50:00,1,0,0,-0.032189
557965672,contacted,1,TypeA,7500,2013-03-31 10:41:00,1,0,0,0.020324
557975996,contacted,1,TypeA,10000,2013-04-26 09:20:00,1,1,6,0.181832
557985045,contacted,1,TypeA,7500,2013-03-30 09:17:00,1,0,0,0.019496
557989669,contacted,1,TypeB,15000,2013-03-26 11:24:00,1,1,1,0.149463
558006973,contacted,1,TypeB,20000,2013-03-13 10:49:00,1,0,0,-0.035571
558008729,contacted,1,TypeB,15000,2013-04-26 11:50:00,1,0,0,-0.013584
558019071,contacted,1,TypeB,20000,2013-03-23 11:16:00,1,0,0,-0.035617
558057900,contacted,1,TypeB,15000,2013-04-26 10:36:00,1,0,0,-0.012087
558059539,contacted,1,TypeB,20000,2013-03-13 09:21:00,1,0,0,-0.033015
558077766,contacted,1,TypeB,15000,2013-03-27 10:30:00,1,0,0,-0.013874
558154566,contacted,1,TypeB,20000,2013-04-25 09:05:00,1,0,0,-0.041796
558176759,contacted,1,TypeA,10000,2013-04-23 09:17:00,1,0,0,0.01188
558197182,contacted,1,TypeA,7500,2013-03-25 11:16:00,1,0,0,0.013312
558208733,contacted,1,TypeA,7500,2013-04-22 10:21:00,1,0,0,0.015591
558243099,contacted,1,TypeA,10000,2013-04-23 09:57:00,1,1,2,0.167317
558249263,contacted,1,TypeB,20000,2013-03-15 09:35:00,1,0,0,-0.036471
558253558,contacted,1,TypeB,20000,2013-03-14 11:22:00,1,0,0,-0.031951
558264724,contacted,1,TypeB,20000,2013-03-15 10:44:00,1,0,0,-0.033441
558276068,contacted,1,TypeB,20000,2013-03-13 09:28:00,1,0,0,-0.028885
558276925,contacted,1,TypeB,15000,2013-03-27 11:05:00,1,0,0,-0.014375
558311329,contacted,1,TypeA,10000,2013-04-22 11:17:00,1,1,7,0.172152
558386292,contacted,1,TypeB,20000,2013-03-14 09:27:00,1,0,0,-0.039244
558417390,contacted,1,TypeC,30000,2013-04-26 11:24:00,1,1,1,0.080885
558431213,contacted,1,TypeA,7500,2013-03-31 09:19:00,1,0,0,0.020339
558437108,contacted,1,TypeB,20000,2013-03-13 11:17:00,1,1,1,0.123944
558437180,contacted,1,TypeB,15000,2013-04-24 10:58:00,1,1,3,0.146809
558503505,contacted,1,TypeB,20000,2013-03-17 09:30:00,1,1,1,0.125139
558506148,contacted,1,TypeA,10000,2013-04-25 10:51:00,1,1,2,0.178339
558532965,contacted,1,TypeB,15000,2013-04-24 11:00:00,1,0,0,-0.012769
558560552,contacted,1,TypeB,15000,2013-03-25 10:51:00,1,0,0,-0.013193
558585481,contacted,1,TypeB,15000,2013-04-04 10:03:00,1,0,0,-0.013594
558586337,contacted,1,TypeB,20000,2013-03-13 11:03:00,1,0,0,-0.027165
558597620,contacted,1,TypeB,15000,2013-04-28 09:54:00,1,0,0,-0.012352
558634679,contacted,1,TypeB,20000,2013-03-15 09:19:00,1,0,0,-0.035788
558712238,contacted,1,TypeA,7500,2013-03-28 09:18:00,1,1,1,0.17919
558720254,contacted,1,TypeA,10000,2013-04-26 10:58:00,1,1,1,0.170003
558720885,contacted,1,TypeA,10000,2013-04-24 11:06:00,1,1,1,0.172576
558796723,contacted,1,TypeA,10000,2013-04-22 10:53:00,1,0,0,0.004808
558926904,contacted,1,TypeB,15000,2013-04-25 11:24:00,1,0,0,-0.013329
558938193,contacted,1,TypeA,10000,2013-04-27 11:58:00,1,1,1,0.17255
558974300,contacted,1,TypeB,15000,2013-04-24 09:55:00,1,0,0,-0.011407
559041477,contacted,1,TypeA,10000,2013-04-23 10:44:00,1,1,4,0.166946
559091207,contacted,1,TypeA,7500,2013-03-25 09:32:00,1,0,0,0.01872
559154519,contacted,1,TypeB,15000,2013-03-25 11:02:00,1,0,0,-0.01819
559196723,contacted,1,TypeA,7500,2013-04-20 10:57:00,1,0,0,0.019962
559270932,contacted,1,TypeB,20000,2013-03-14 11:06:00,1,0,0,-0.032662
559653344,contacted,1,TypeA,7500,2013-03-28 10:03:00,1,0,0,0.022053
559681158,contacted,1,TypeB,20000,2013-03-14 09:01:00,1,0,0,-0.037365
559705427,contacted,1,TypeA,10000,2013-04-24 09:26:00,1,0,0,0.010008
559736871,contacted,1,TypeA,7500,2013-04-25 10:18:00,1,0,0,0.019926
559807120,contacted,1,TypeB,15000,2013-04-27 11:20:00,1,0,0,-0.012361
559871015,contacted,1,TypeB,15000,2013-04-30 10:31:00,1,0,0,-0.014718
559964938,contacted,1,TypeA,7500,2013-03-25 11:42:00,1,0,0,0.018109
560042474,contacted,1,TypeB,20000,2013-03-22 10:37:00,1,0,0,-0.030603
560078560,contacted,1,TypeA,10000,2013-04-29 10:40:00,1,0,0,0.010326
560168390,contacted,1,TypeB,15000,2013-04-20 11:09:00,1,0,0,-0.012841
560175305,contacted,1,TypeA,10000,2013-04-24 11:05:00,1,1,1,0.173002
560199465,contacted,1,TypeA,7500,2013-04-02 10:54:00,1,0,0,0.020328
560250205,contacted,1,TypeB,15000,2013-04-29 11:54:00,1,0,0,-0.012378
560333882,contacted,1,TypeB,15000,2013-04-28 11:18:00,1,0,0,-0.012083
560344158,contacted,1,TypeB,20000,2013-03-13 11:35:00,1,1,1,0.127864
560601894,contacted,1,TypeA,10000,2013-04-28 10:39:00,1,0,0,0.010748
560752032,contacted,1,TypeA,7500,2013-04-19 09:02:00,1,0,0,0.019192
560772657,contacted,1,TypeA,10000,2013-04-25 10:49:00,1,1,1,0.17012
560872602,contacted,1,TypeC,30000,2013-04-28 11:17:00,1,0,0,-0.078016
560889942,contacted,1,TypeB,15000,2013-04-24 09:25:00,1,1,1,0.140129
560947618,contacted,1,TypeA,10000,2013-04-06 10:50:00,1,0,0,0.014123
561037422,contacted,1,TypeA,7500,2013-03-28 11:23:00,1,1,2,0.178369
561048611,contacted,1,TypeA,7500,2013-03-28 09:37:00,1,0,0,0.023078
561079537,contacted,1,TypeB,20000,2013-03-13 10:14:00,1,0,0,-0.031765
561087444,contacted,1,TypeA,7500,2013-03-25 10:35:00,1,1,2,0.174506
561118773,contacted,1,TypeB,15000,2013-04-28 10:01:00,1,1,1,0.148263
561155417,contacted,1,TypeA,10000,2013-04-25 11:45:00,1,0,0,0.012281
561269156,contacted,1,TypeA,7500,2013-03-25 11:13:00,1,0,0,0.01913
561307244,contacted,1,TypeA,10000,2013-04-24 11:34:00,1,0,0,0.009837
561316756,contacted,1,TypeB,20000,2013-03-13 09:04:00,1,0,0,-0.03203
561327896,contacted,1,TypeA,10000,2013-04-25 10:32:00,1,0,0,0.009676
561387288,contacted,1,TypeB,15000,2013-04-24 09:38:00,1,0,0,-0.017931
561450412,contacted,1,TypeB,15000,2013-04-05 10:52:00,1,1,1,0.148664
561470099,contacted,1,TypeB,20000,2013-03-15 11:33:00,1,0,0,-0.033703
561495877,contacted,1,TypeB,20000,2013-03-13 09:02:00,1,0,0,-0.033312
561534119,contacted,1,TypeA,10000,2013-04-26 10:33:00,1,1,8,0.171462
561576357,contacted,1,TypeA,7500,2013-03-29 09:20:00,1,0,0,0.020898
561581348,contacted,1,TypeB,20000,2013-03-13 11:08:00,1,0,0,-0.030559
561582908,contacted,1,TypeB,15000,2013-04-30 10:23:00,1,1,1,0.145839
561622950,contacted,1,TypeA,10000,2013-04-23 09:34:00,1,0,0,0.009145
561641584,contacted,1,TypeB,15000,2013-04-27 09:20:00,1,0,0,-0.012977
561646719,contacted,1,TypeB,20000,2013-03-15 09:48:00,1,0,0,-0.034729
561652992,contacted,1,TypeB,20000,2013-03-14 10:41:00,1,0,0,-0.031035
561737755,contacted,1,TypeA,10000,2013-04-22 11:03:00,1,1,3,0.171599
561794548,contacted,1,TypeB,15000,2013-04-11 11:52:00,1,0,0,-0.011967
561851377,contacted,1,TypeA,7500,2013-03-31 10:58:00,1,1,1,0.181952
561873932,contacted,1,TypeB,15000,2013-04-25 10:32:00,1,0,0,-0.015456
561885384,contacted,1,TypeA,10000,2013-04-24 10:09:00,1,1,3,0.168049
561900485,contacted,1,TypeA,10000,2013-04-29 10:00:00,1,0,0,0.012074
561910748,contacted,1,TypeA,10000,2013-04-24 11:08:00,1,0,0,0.008575
561935596,contacted,1,TypeA,7500,2013-03-29 11:46:00,1,1,2,0.181287
561981636,contacted,1,TypeC,30000,2013-04-23 11:53:00,1,0,0,-0.077397
562000614,contacted,1,TypeB,15000,2013-03-27 09:32:00,1,1,1,0.145991
562019616,contacted,1,TypeA,7500,2013-03-25 10:46:00,1,0,0,0.023138
562040655,contacted,1,TypeB,20000,2013-04-23 09:15:00,1,1,1,0.123666
562051711,contacted,1,TypeB,20000,2013-03-22 10:13:00,1,0,0,-0.03174
562092779,contacted,1,TypeB,20000,2013-03-20 09:50:00,1,1,1,0.128947
562107487,contacted,1,TypeA,10000,2013-04-22 10:37:00,1,0,0,0.011323
562127528,contacted,1,TypeB,20000,2013-04-28 11:48:00,1,1,1,0.124683
562197389,contacted,1,TypeB,15000,2013-04-24 09:00:00,1,1,1,0.145024
562247132,contacted,1,TypeA,10000,2013-04-22 09:56:00,1,0,0,0.005092
562247141,contacted,1,TypeA,10000,2013-04-22 10:42:00,1,0,0,0.013137
562266379,contacted,1,TypeB,20000,2013-03-15 11:44:00,1,0,0,-0.03758
562282090,contacted,1,TypeB,15000,2013-04-27 11:15:00,1,1,3,0.146626
562283405,contacted,1,TypeA,10000,2013-04-25 10:04:00,1,0,0,0.010294
562287860,contacted,1,TypeA,10000,2013-04-22 11:59:00,1,0,0,0.01608
562288955,contacted,1,TypeA,10000,2013-04-22 09:17:00,1,1,2,0.1713
562289701,contacted,1,TypeB,20000,2013-04-30 09:59:00,1,1,1,0.125537
562346381,contacted,1,TypeB,20000,2013-03-27 09:37:00,1,0,0,-0.038306
562407120,contacted,1,TypeB,15000,2013-03-26 10:04:00,1,0,0,-0.012007
562431709,contacted,1,TypeB,15000,2013-04-02 09:46:00,1,0,0,-0.013394
562434545,contacted,1,TypeB,20000,2013-04-27 10:48:00,1,0,0,-0.034265
562469215,contacted,1,TypeB,20000,2013-03-13 09:56:00,1,0,0,-0.033268
562475960,contacted,1,TypeA,7500,2013-03-29 09:15:00,1,1,1,0.178067
562483659,contacted,1,TypeA,7500,2013-03-30 10:08:00,1,0,0,0.020714
562494135,contacted,1,TypeB,20000,2013-03-16 11:48:00,1,0,0,-0.035184
562502619,contacted,1,TypeA,10000,2013-04-22 11:47:00,1,0,0,0.016313
562507077,contacted,1,TypeB,20000,2013-03-13 10:31:00,1,0,0,-0.036162
562546247,contacted,1,TypeA,10000,2013-04-23 10:00:00,1,1,9,0.176223
562577702,contacted,1,TypeA,10000,2013-04-22 09:31:00,1,0,0,0.012541
562592456,contacted,1,TypeA,7500,2013-04-02 10:16:00,1,0,0,0.020898
562659400,contacted,1,TypeB,15000,2013-04-25 10:40:00,1,1,2,0.149635
562673193,contacted,1,TypeB,20000,2013-03-27 10:37:00,1,0,0,-0.032742
562697589,contacted,1,TypeC,30000,2013-04-27 09:54:00,1,0,0,-0.078398
562726113,contacted,1,TypeB,15000,2013-03-25 11:27:00,1,0,0,-0.01123
562760581,contacted,1,TypeA,10000,2013-04-28 10:02:00,1,0,0,0.003051
562784504,contacted,1,TypeB,15000,2013-03-27 11:08:00,1,0,0,-0.011357
562890542,contacted,1,TypeB,20000,2013-03-13 10:27:00,1,0,0,-0.035456
562891621,contacted,1,TypeB,20000,2013-03-15 11:13:00,1,1,1,0.121855
562922093,contacted,1,TypeB,15000,2013-04-29 11:52:00,1,0,0,-0.009817
562965392,contacted,1,TypeA,10000,2013-04-22 09:54:00,1,0,0,0.012328
562988667,contacted,1,TypeB,15000,2013-03-26 09:54:00,1,0,0,-0.011782
562990339,contacted,1,TypeA,7500,2013-03-30 09:57:00,1,0,0,0.019863
562992744,contacted,1,TypeA,10000,2013-04-28 11:19:00,1,0,0,0.014397
563018005,contacted,1,TypeB,15000,2013-03-25 11:46:00,1,0,0,-0.020242
563027390,contacted,1,TypeA,10000,2013-04-28 11:44:00,1,1,2,0.172808
563050713,contacted,1,TypeB,20000,2013-03-13 09:24:00,1,0,0,-0.035378
563054580,contacted,1,TypeA,10000,2013-04-26 10:50:00,1,1,1,0.168925
563125072,contacted,1,TypeA,10000,2013-04-22 09:31:00,1,0,0,0.005798
563127631,contacted,1,TypeB,20000,2013-03-16 09:33:00,1,0,0,-0.030981
563160044,contacted,1,TypeA,10000,2013-04-22 11:55:00,1,0,0,0.014251
563160853,contacted,1,TypeA,7500,2013-03-28 11:20:00,1,0,0,0.017364
563171273,contacted,1,TypeA,7500,2013-03-27 09:35:00,1,1,1,0.181881
563200663,contacted,1,TypeA,10000,2013-04-22 11:22:00,1,0,0,0.017713
563234122,contacted,1,TypeA,10000,2013-04-26 11:32:00,1,0,0,0.010039
563234737,contacted,1,TypeB,20000,2013-04-23 10:53:00,1,1,1,0.125566
563253191,contacted,1,TypeB,20000,2013-03-13 09:28:00,1,0,0,-0.032888
563286128,contacted,1,TypeB,15000,2013-04-30 09:55:00,1,1,1,0.148064
563300995,contacted,1,TypeA,7500,2013-03-26 10:45:00,1,0,0,0.020098
563329491,contacted,1,TypeA,7500,2013-03-25 09:48:00,1,1,1,0.181836
563334396,contacted,1,TypeA,7500,2013-04-20 10:13:00,1,0,0,0.020875
563347620,contacted,1,TypeB,20000,2013-03-28 09:27:00,1,0,0,-0.035545
563347974,contacted,1,TypeB,15000,2013-04-25 10:55:00,1,0,0,-0.015116
563348017,contacted,1,TypeA,7500,2013-03-27 09:54:00,1,0,0,0.020118
563421422,contacted,1,TypeA,10000,2013-04-27 11:46:00,1,1,1,0.172768
563449985,contacted,1,TypeB,15000,2013-04-27 10:38:00,1,0,0,-0.011226
563478383,contacted,1,TypeA,10000,2013-04-28 10:35:00,1,0,0,0.009642
563491290,contacted,1,TypeA,7500,2013-03-28 10:49:00,1,0,0,0.019915
563503148,contacted,1,TypeA,7500,2013-04-06 09:55:00,1,0,0,0.02117
563504793,contacted,1,TypeA,10000,2013-04-22 09:42:00,1,1,2,0.172571
563586223,contacted,1,TypeA,10000,2013-04-22 09:53:00,1,1,7,0.161679
563586986,contacted,1,TypeB,15000,2013-04-21 09:08:00,1,0,0,-0.011431
563588681,contacted,1,TypeA,7500,2013-04-03 10:09:00,1,0,0,0.019523
563596702,contacted,1,TypeB,20000,2013-03-14 11:20:00,1,0,0,-0.029697
563654612,contacted,1,TypeA,10000,2013-04-27 10:33:00,1,0,0,0.011227
563666450,contacted,1,TypeB,15000,2013-04-06 11:25:00,1,0,0,-0.01129
563680267,contacted,1,TypeA,7500,2013-03-28 11:18:00,1,0,0,0.020607
563684667,contacted,1,TypeA,7500,2013-03-26 11:53:00,1,0,0,0.020625
563697624,contacted,1,TypeA,10000,2013-04-27 11:39:00,1,0,0,0.010445
563710321,contacted,1,TypeA,7500,2013-03-27 10:02:00,1,0,0,0.020774
563724354,contacted,1,TypeB,15000,2013-03-26 09:14:00,1,1,1,0.149166
563769580,contacted,1,TypeA,10000,2013-04-28 10:14:00,1,1,1,0.174936
563805111,contacted,1,TypeA,7500,2013-03-25 10:08:00,1,1,1,0.178623
563812887,contacted,1,TypeA,7500,2013-03-26 11:42:00,1,0,0,0.021698
563813464,contacted,1,TypeA,7500,2013-03-25 10:27:00,1,0,0,0.019619
563854240,contacted,1,TypeA,7500,2013-04-19 09:13:00,1,0,0,0.017548
563871878,contacted,1,TypeA,10000,2013-04-22 10:32:00,1,1,4,0.183946
563886836,contacted,1,TypeA,7500,2013-03-25 09:13:00,1,0,0,0.023013
563894574,contacted,1,TypeB,20000,2013-04-29 10:27:00,1,0,0,-0.033121
563899177,contacted,1,TypeB,20000,2013-03-13 11:27:00,1,1,1,0.122795
563909373,contacted,1,TypeB,20000,2013-04-25 09:54:00,1,0,0,-0.037914
563935517,contacted,1,TypeB,20000,2013-04-23 10:18:00,1,0,0,-0.038727
563937121,contacted,1,TypeA,10000,2013-04-27 10:28:00,1,1,1,0.175362
563939159,contacted,1,TypeB,20000,2013-03-24 10:41:00,1,0,0,-0.034105
563941577,contacted,1,TypeB,20000,2013-03-14 09:34:00,1,1,1,0.120275
563942558,contacted,1,TypeA,7500,2013-03-30 11:11:00,1,0,0,0.016068
563948757,contacted,1,TypeB,15000,2013-04-27 11:10:00,1,0,0,-0.012549
563975008,contacted,1,TypeB,15000,2013-04-24 10:01:00,1,0,0,-0.018483
564002533,contacted,1,TypeB,20000,2013-03-14 10:47:00,1,0,0,-0.035124
564022316,contacted,1,TypeB,15000,2013-04-29 09:23:00,1,1,3,0.145713
564040415,contacted,1,TypeB,15000,2013-04-28 11:00:00,1,1,4,0.147102
564054282,contacted,1,TypeB,15000,2013-04-03 11:15:00,1,1,1,0.144623
564097248,contacted,1,TypeA,7500,2013-03-25 10:46:00,1,0,0,0.015695
564103440,contacted,1,TypeA,7500,2013-03-25 11:25:00,1,1,1,0.175049
564110552,contacted,1,TypeA,10000,2013-04-23 11:25:00,1,1,4,0.16893
564114465,contacted,1,TypeB,15000,2013-03-27 11:31:00,1,0,0,-0.011507
564158039,contacted,1,TypeA,7500,2013-04-21 09:45:00,1,0,0,0.022463
564162281,contacted,1,TypeA,10000,2013-04-25 10:40:00,1,0,0,0.008574
564218096,contacted,1,TypeA,7500,2013-03-28 09:50:00,1,0,0,0.020634
564221243,contacted,1,TypeB,20000,2013-03-16 09:47:00,1,0,0,-0.032418
564233116,contacted,1,TypeB,15000,2013-04-26 10:08:00,1,1,1,0.149225
564243619,contacted,1,TypeA,7500,2013-03-28 09:55:00,1,1,1,0.18301
564255497,contacted,1,TypeA,10000,2013-04-22 09:43:00,1,1,2,0.17152
564265689,contacted,1,TypeA,10000,2013-04-27 10:01:00,1,0,0,0.011346
564290147,contacted,1,TypeB,20000,2013-04-28 10:08:00,1,0,0,-0.034321
564290985,contacted,1,TypeB,20000,2013-03-15 11:32:00,1,0,0,-0.028094
564310625,contacted,1,TypeA,10000,2013-04-22 09:48:00,1,0,0,0.007983
564362738,contacted,1,TypeB,20000,2013-03-13 11:50:00,1,0,0,-0.031683
564371965,contacted,1,TypeA,10000,2013-04-24 10:54:00,1,0,0,0.001944
564375053,contacted,1,TypeA,10000,2013-04-22 09:54:00,1,0,0,0.007826
564395183,contacted,1,TypeB,20000,2013-03-13 09:24:00,1,0,0,-0.037176
564397685,contacted,1,TypeA,10000,2013-04-23 10:26:00,1,1,4,0.167788
564419435,contacted,1,TypeB,20000,2013-03-14 09:52:00,1,0,0,-0.032956
564426708,contacted,1,TypeC,30000,2013-04-28 09:38:00,1,0,0,-0.08199
564451897,contacted,1,TypeA,10000,2013-04-29 09:20:00,1,0,0,0.012721
564462494,contacted,1,TypeB,20000,2013-03-25 10:56:00,1,1,1,0.124274
564475368,contacted,1,TypeB,20000,2013-03-16 10:39:00,1,0,0,-0.033087
564516961,contacted,1,TypeA,10000,2013-04-23 11:10:00,1,0,0,0.010099
564540152,contacted,1,TypeB,20000,2013-03-14 09:06:00,1,1,1,0.130183
564622017,contacted,1,TypeB,15000,2013-03-26 10:30:00,1,0,0,-0.014918
564627193,contacted,1,TypeB,20000,2013-03-13 11:36:00,1,1,1,0.126737
564649707,contacted,1,TypeB,20000,2013-03-13 09:02:00,1,0,0,-0.029362
