id,offerdate,total_spend_365d,total_qty_365d,num_visits_365d,days_since_last_purchase,spend_in_offer_category_365d,spend_in_offer_company_365d,spend_in_offer_brand_365d,qty_in_offer_category_365d,qty_in_offer_company_365d,qty_in_offer_brand_365d
2295364332,2013-03-25,4437.86,1623.0,175,1,44.05,8.58,11.12,14.0,2.0,4.0
2302583827,2013-03-25,8857.710000000001,2800.0,360,1,0.0,1.25,0.0,0.0,1.0,0.0
2309307467,2013-03-25,1996.82,1273.0,75,6,9.98,0.0,0.0,3.0,0.0,0.0
2309307542,2013-03-25,1642.48,649.0,77,2,1.49,0.0,0.0,1.0,0.0,0.0
2314911191,2013-03-25,5149.24,1333.0,133,4,0.0,0.99,0.0,0.0,1.0,0.0
2316216367,2013-03-25,5335.04,1718.0,57,10,2.39,5.25,0.0,1.0,5.0,0.0
2317354889,2013-03-25,3413.9700000000003,1534.0,63,1,15.54,0.0,0.0,4.0,0.0,0.0
2334554068,2013-03-25,6791.43,2374.0,85,8,0.0,0.0,0.0,0.0,0.0,0.0
2339290538,2013-03-25,1906.09,932.0,215,2,13.84,0.0,0.0,6.0,0.0,0.0
2340389881,2013-03-25,11199.33,3876.0,135,5,8.61,0.0,7.24,3.0,0.0,4.0
2343527604,2013-03-25,3731.02,1028.0,121,1,11.36,1.12,0.0,4.0,1.0,0.0
2359162652,2013-03-25,926.89,211.0,32,2,0.0,0.0,0.0,0.0,0.0,0.0
2362328404,2013-03-25,5889.77,1836.0,78,8,0.0,5.92,0.0,0.0,6.0,0.0
2365044386,2013-03-25,2455.9700000000003,744.0,90,3,0.0,8.48,0.0,0.0,8.0,0.0
2368511265,2013-03-25,3300.09,2026.0,62,5,0.0,0.0,0.0,0.0,0.0,0.0
2386919911,2013-03-25,6454.97,2522.0,150,3,0.0,0.0,0.0,0.0,0.0,0.0
2414911439,2013-03-25,10859.82,3093.0,204,2,9.79,6.16,182.4,2.0,2.0,61.0
2415837799,2013-03-25,5451.4400000000005,1868.0,152,5,0.0,0.0,0.0,0.0,0.0,0.0
2421863927,2013-03-25,492.97,223.0,41,14,0.0,4.5,0.0,0.0,4.0,0.0
2433807913,2013-03-25,4862.83,1816.0,70,4,0.0,0.0,0.0,0.0,0.0,0.0
2436756336,2013-03-25,5869.29,1794.0,75,1,12.17,0.0,20.46,3.0,0.0,6.0
2438067953,2013-03-25,5211.85,1406.0,43,2,17.17,0.0,3.49,3.0,0.0,1.0
2439527228,2013-03-25,1009.42,387.0,60,2,9.18,0.0,0.0,2.0,0.0,0.0
2442260233,2013-03-25,866.21,290.0,27,33,0.0,0.0,0.0,0.0,0.0,0.0
2446792878,2013-03-25,3239.05,768.0,54,2,0.0,0.0,0.0,0.0,0.0,0.0
2448408720,2013-03-25,1007.19,382.0,71,1,0.0,5.88,0.0,0.0,6.0,0.0
2460744412,2013-03-25,1484.46,393.0,53,3,0.0,4.42,0.0,0.0,3.0,0.0
2469943280,2013-03-25,6727.08,1861.0,85,7,20.44,0.0,0.0,6.0,0.0,0.0
2473674517,2013-03-25,2273.16,993.0,120,1,0.0,0.0,0.0,0.0,0.0,0.0
2474896309,2013-03-25,5913.88,1760.0,117,3,14.96,21.36,27.44,4.0,4.0,7.0
2477755138,2013-03-25,2621.01,1061.0,125,5,30.700000000000003,0.0,0.0,12.0,0.0,0.0
2483345251,2013-03-25,1408.2,497.0,24,3,0.0,0.0,0.0,0.0,0.0,0.0
2483853508,2013-03-25,9361.78,2650.0,61,7,0.0,1.79,0.0,0.0,1.0,0.0
2519269824,2013-03-25,4194.28,2264.0,117,8,19.0,4.0,68.57000000000001,6.0,2.0,34.0
2523203602,2013-03-25,1548.18,418.0,22,7,0.0,3.4,0.0,0.0,4.0,0.0
2525758492,2013-03-25,2450.44,1218.0,130,7,0.0,0.0,0.0,0.0,0.0,0.0
2530777578,2013-03-25,7800.24,2064.0,132,5,0.0,1.49,0.0,0.0,1.0,0.0
2537318335,2013-03-25,12004.7,3980.0,95,6,77.23,0.0,29.99,23.0,0.0,16.0
2547886267,2013-03-25,2179.31,1020.0,71,1,0.0,1.0,0.0,0.0,1.0,0.0
2554092679,2013-03-25,4269.06,953.0,61,2,0.0,0.0,0.0,0.0,0.0,0.0
2573781179,2013-03-25,1351.87,628.0,116,1,5.78,0.0,0.0,2.0,0.0,0.0
2577272752,2013-03-25,2380.34,935.0,44,4,37.9,0.0,280.29,10.0,0.0,111.0
2582018745,2013-03-25,4551.17,1720.0,107,6,35.69,10.55,46.58,11.0,5.0,22.0
2586251616,2013-03-25,5324.21,1731.0,80,4,0.0,4.58,0.0,0.0,2.0,0.0
2599029222,2013-03-25,2695.92,1030.0,77,1,3.19,0.0,4.98,1.0,0.0,2.0
2599726688,2013-03-25,1557.65,537.0,61,4,0.0,0.0,0.0,0.0,0.0,0.0
2607994733,2013-03-25,1701.7,622.0,42,4,7.28,0.0,0.0,2.0,0.0,0.0
2619059646,2013-03-25,6047.63,2239.0,82,2,38.01,23.69,33.18,10.0,11.0,14.0
2620719834,2013-03-25,6410.93,2070.0,134,5,8.97,0.0,0.0,3.0,0.0,0.0
2625183934,2013-03-25,189.33,92.0,26,23,0.0,0.0,7.79,0.0,0.0,3.0
2625294330,2013-03-25,933.64,377.0,47,1,0.0,9.52,0.0,0.0,11.0,0.0
2629502434,2013-03-25,5034.3,1263.0,38,7,0.0,0.0,0.0,0.0,0.0,0.0
2633381670,2013-03-25,508.4,160.0,15,16,0.0,0.0,0.0,0.0,0.0,0.0
2635352212,2013-03-25,4628.55,1704.0,127,1,0.0,0.0,0.0,0.0,0.0,0.0
2640831160,2013-03-25,4457.51,1408.0,126,8,0.0,50.09,0.0,0.0,28.0,0.0
2643179004,2013-03-25,8320.43,2369.0,92,1,0.0,5.58,0.0,0.0,6.0,0.0
2654189532,2013-03-25,2670.43,974.0,137,1,0.0,0.0,0.0,0.0,0.0,0.0
2661580306,2013-03-25,4256.3,1509.0,70,4,0.0,0.0,4.07,0.0,0.0,3.0
2663787421,2013-03-25,3174.65,1099.0,62,5,0.0,21.18,0.0,0.0,19.0,0.0
2669431342,2013-03-25,4109.58,1670.0,135,3,4.65,0.0,0.0,2.0,0.0,0.0
2676723256,2013-03-25,4582.59,2542.0,63,5,48.17,23.35,56.87,19.0,12.0,26.0
2681394112,2013-03-25,1307.02,483.0,41,4,0.0,3.0,0.0,0.0,3.0,0.0
2681547235,2013-03-25,3577.6,1380.0,96,3,0.0,19.41,0.0,0.0,19.0,0.0
2686649620,2013-03-25,3562.02,1332.0,51,4,0.0,0.0,0.0,0.0,0.0,0.0
2688441579,2013-03-25,4059.44,1275.0,101,3,0.0,0.0,0.0,0.0,0.0,0.0
2688442803,2013-03-25,7475.97,2332.0,114,3,36.93,5.57,29.99,23.0,2.0,11.0
2695403545,2013-03-25,6653.99,1844.0,71,1,17.82,0.0,36.63,12.0,0.0,13.0
2701450534,2013-03-25,1895.84,653.0,68,1,0.0,0.0,0.0,0.0,0.0,0.0
2712601242,2013-03-25,1058.42,404.0,37,6,0.0,9.73,0.0,0.0,8.0,0.0
2717971634,2013-03-25,2804.67,1162.0,64,4,0.0,6.0,0.0,0.0,6.0,0.0
2717994067,2013-03-25,3184.38,1401.0,155,5,0.0,10.0,0.0,0.0,10.0,0.0
2723259413,2013-03-25,6914.05,2237.0,139,1,0.0,5.89,0.0,0.0,5.0,0.0
2734363422,2013-03-25,12579.18,3104.0,135,2,6.67,17.91,33.849999999999994,2.0,9.0,19.0
2735714216,2013-03-25,6574.68,4252.0,112,6,8.600000000000001,3.79,74.42,2.0,1.0,29.0
2735715022,2013-03-25,8979.27,3530.0,113,1,0.0,14.04,0.0,0.0,8.0,0.0
2738178684,2013-03-25,3742.14,828.0,90,1,3.79,0.0,0.0,1.0,0.0,0.0
2741368446,2013-03-25,2315.47,897.0,111,3,2.12,0.0,0.0,1.0,0.0,0.0
2742545625,2013-03-25,3008.44,1469.0,115,4,20.18,3.89,6.390000000000001,6.0,1.0,2.0
2744749321,2013-03-25,2788.73,1382.0,63,13,0.0,0.0,0.0,0.0,0.0,0.0
2744753376,2013-03-25,2180.88,946.0,42,5,0.0,0.0,0.0,0.0,0.0,0.0
2744753993,2013-03-25,4057.26,2198.0,121,2,25.27,1.66,4.87,20.0,1.0,3.0
2754161265,2013-03-25,4736.69,3602.0,125,3,51.41,0.0,8.66,18.0,0.0,5.0
2755491993,2013-03-25,604.61,159.0,37,22,0.0,0.0,0.0,0.0,0.0,0.0
2764307947,2013-03-25,1139.43,928.0,99,1,0.0,0.0,0.0,0.0,0.0,0.0
2770448064,2013-03-25,4502.07,1443.0,71,7,0.0,6.92,0.0,0.0,8.0,0.0
2773833698,2013-03-25,1026.94,371.0,43,10,8.29,0.0,15.15,2.0,0.0,7.0
2773977837,2013-03-25,1427.98,370.0,53,3,0.0,3.0,0.0,0.0,3.0,0.0
2788547826,2013-03-25,4032.38,1804.0,258,3,0.0,0.0,0.0,0.0,0.0,0.0
2794994545,2013-03-25,2901.89,949.0,27,11,21.88,0.0,0.0,8.0,0.0,0.0
2795886095,2013-03-25,5910.4800000000005,1934.0,61,2,20.83,0.0,23.0,6.0,0.0,11.0
2795963645,2013-03-25,2797.91,912.0,42,12,0.0,3.34,0.0,0.0,3.0,0.0
2800167641,2013-03-25,7728.37,3291.0,104,2,5.98,0.0,0.0,2.0,0.0,0.0
2802391905,2013-03-25,5257.74,2702.0,112,7,34.2,0.0,5.0,10.0,0.0,2.0
2807641588,2013-03-25,3679.27,978.0,75,3,0.0,0.0,0.0,0.0,0.0,0.0
2815550836,2013-03-25,2643.05,977.0,66,8,0.0,0.0,0.0,0.0,0.0,0.0
2816172200,2013-03-25,5042.9400000000005,2584.0,152,3,39.42,3.32,14.96,17.0,2.0,7.0
2832000761,2013-03-25,1510.33,506.0,29,4,1.98,0.0,0.0,1.0,0.0,0.0
2833613908,2013-03-25,8983.27,4373.0,322,1,2.49,0.88,0.0,1.0,1.0,0.0
2838875675,2013-03-25,12048.9,2655.0,175,3,0.0,42.78,0.0,0.0,44.0,0.0
2840668634,2013-03-25,4044.5,3510.0,89,1,7.800000000000001,21.51,4.12,3.0,18.0,1.0
2840672083,2013-03-25,3214.09,1089.0,50,4,0.0,0.0,0.0,0.0,0.0,0.0
2849987452,2013-03-25,2809.02,882.0,50,1,0.0,0.0,0.0,0.0,0.0,0.0
2855528504,2013-03-25,9182.65,1608.0,168,2,0.0,0.0,0.0,0.0,0.0,0.0
2871973443,2013-03-25,7501.76,1728.0,248,1,16.21,0.0,0.0,4.0,0.0,0.0
2883417201,2013-03-25,4038.28,1599.0,91,3,0.0,10.14,0.0,0.0,9.0,0.0
2886426740,2013-03-25,4055.03,1813.0,91,2,0.0,13.33,0.0,0.0,10.0,0.0
2888112581,2013-03-25,3926.54,1583.0,62,6,6.27,0.0,0.0,3.0,0.0,0.0
2888142154,2013-03-25,3699.78,1161.0,71,7,17.63,0.0,8.76,5.0,0.0,4.0
2912071917,2013-03-25,759.69,257.0,36,6,0.0,0.0,0.0,0.0,0.0,0.0
2923969591,2013-03-25,3173.26,830.0,35,2,0.0,12.24,0.0,0.0,6.0,0.0
2937919968,2013-03-25,4744.69,2238.0,197,1,54.370000000000005,0.0,12.0,15.0,0.0,6.0
2938080424,2013-03-25,3199.23,900.0,72,1,0.0,0.0,0.0,0.0,0.0,0.0
2957598678,2013-03-25,4109.9,1536.0,67,1,0.0,3.18,0.0,0.0,3.0,0.0
2958957097,2013-03-25,1308.35,600.0,27,6,0.0,0.0,0.0,0.0,0.0,0.0
2961982849,2013-03-25,4439.65,1932.0,70,5,0.0,0.0,0.0,0.0,0.0,0.0
2971485678,2013-03-25,3289.53,1079.0,54,1,0.0,2.0,0.0,0.0,2.0,0.0
2982617499,2013-03-25,1258.61,459.0,54,1,1.99,0.0,0.0,1.0,0.0,0.0
2990962102,2013-03-25,10847.04,3516.0,207,2,14.73,76.67999999999999,6.78,6.0,72.0,2.0
3010968084,2013-03-25,4947.16,2467.0,281,1,23.23,4.0,4.0,17.0,2.0,2.0
3014792581,2013-03-25,5417.42,1643.0,65,1,17.86,0.0,60.26,4.0,0.0,26.0
3016003706,2013-03-25,4281.35,2036.0,106,3,1.64,12.4,0.0,1.0,13.0,0.0
3020421637,2013-03-25,1256.21,258.0,32,9,0.0,0.0,0.0,0.0,0.0,0.0
3020731833,2013-03-25,2035.77,1112.0,59,3,0.0,0.0,0.0,0.0,0.0,0.0
3024307612,2013-03-25,5418.400000000001,1635.0,91,1,11.32,0.0,63.07,4.0,0.0,21.0
3043235952,2013-03-25,5045.66,1517.0,145,3,0.0,12.34,0.0,0.0,12.0,0.0
3266996962,2013-03-25,3307.31,1591.0,116,1,2.49,14.43,0.0,1.0,16.0,0.0
3296317101,2013-03-25,6506.35,1701.0,66,7,14.760000000000002,13.25,4.99,4.0,5.0,1.0
3298491376,2013-03-25,3650.1,1054.0,110,1,0.0,15.96,0.0,0.0,14.0,0.0
3303037311,2013-03-25,2576.64,1219.0,80,6,0.0,3.52,0.0,0.0,4.0,0.0
3333102205,2013-03-25,3598.96,963.0,58,6,0.0,9.9,0.0,0.0,10.0,0.0
3378576608,2013-03-25,3453.87,1043.0,93,4,29.840000000000003,0.0,230.1,7.0,0.0,60.0
3386710877,2013-03-25,1895.3,416.0,61,1,0.0,0.0,0.0,0.0,0.0,0.0
3423620348,2013-03-25,4037.89,1363.0,86,8,0.0,1.25,0.0,0.0,1.0,0.0
3451339293,2013-03-25,3430.3,1048.0,48,2,7.29,0.0,60.370000000000005,1.0,0.0,21.0
3465135195,2013-03-25,23300855.31,9045356.0,364,1,15986.78,39532.36,9569.69,5851.0,29125.0,3381.0
3492133773,2013-03-25,2675.46,808.0,84,1,2.89,2.89,2.89,1.0,1.0,1.0
3501138886,2013-03-25,1100.49,381.0,65,4,0.0,8.8,0.0,0.0,8.0,0.0
3508535252,2013-03-25,3388.79,1266.0,94,6,2.89,0.0,0.0,1.0,0.0,0.0
3534786639,2013-03-25,3975.93,1575.0,79,7,9.93,54.07,0.0,5.0,54.0,0.0
3543932011,2013-03-25,1531.36,503.0,104,2,0.0,8.35,0.0,0.0,7.0,0.0
3544279473,2013-03-25,1826.42,348.0,70,2,2.39,0.0,0.0,1.0,0.0,0.0
3546309398,2013-03-25,5068.21,1589.0,150,2,0.0,0.0,0.0,0.0,0.0,0.0
3546630389,2013-03-25,2884.74,838.0,41,15,17.67,0.0,2.49,7.0,0.0,1.0
3553581617,2013-03-25,2736.1800000000003,992.0,64,6,0.0,3.57,0.0,0.0,3.0,0.0
3555650822,2013-03-25,742.55,442.0,36,3,5.98,0.0,0.0,2.0,0.0,0.0
3561346734,2013-03-25,2341.7200000000003,827.0,148,2,5.0,0.0,0.0,5.0,0.0,0.0
3570037864,2013-03-25,4476.49,2171.0,111,1,6.48,0.0,0.0,2.0,0.0,0.0
3570534665,2013-03-25,1027.66,410.0,30,7,0.0,0.0,0.0,0.0,0.0,0.0
3575763419,2013-03-25,2079.15,1071.0,49,6,4.0,3.69,0.0,2.0,3.0,0.0
3599671147,2013-03-25,5993.18,2108.0,48,11,0.0,9.0,0.0,0.0,9.0,0.0
3601040981,2013-03-25,5757.25,1895.0,53,9,26.07,0.0,15.36,7.0,0.0,7.0
3602395112,2013-03-25,1345.65,506.0,60,3,0.0,0.0,0.0,0.0,0.0,0.0
3606583532,2013-03-25,3677.1,1490.0,76,3,0.0,0.0,0.0,0.0,0.0,0.0
3618942295,2013-03-25,2290.35,640.0,76,7,2.5,23.85,59.85,1.0,8.0,24.0
3619931778,2013-03-25,3197.99,1137.0,48,2,48.15,0.0,27.49,9.0,0.0,15.0
3620303328,2013-03-25,2687.39,1041.0,147,2,21.73,0.0,30.57,13.0,0.0,13.0
3623635945,2013-03-25,4449.91,4373.0,211,2,4.59,33.5,2.5,2.0,32.0,1.0
3627650024,2013-03-25,2742.98,530.0,46,4,0.0,1.86,0.0,0.0,2.0,0.0
3643931872,2013-03-25,3846.73,1569.0,88,24,0.0,21.08,0.0,0.0,15.0,0.0
3652734187,2013-03-25,1434.65,1255.0,26,9,0.0,2.21,0.0,0.0,3.0,0.0
3661482270,2013-03-25,3638.5,1106.0,70,7,3.0,0.0,11.45,1.0,0.0,6.0
3667308017,2013-03-25,3558.9,1143.0,54,6,0.0,0.0,0.0,0.0,0.0,0.0
3686172519,2013-03-25,2110.66,659.0,44,9,0.0,0.0,0.0,0.0,0.0,0.0
3690958291,2013-03-25,2277.58,629.0,84,9,1.09,0.0,1.49,1.0,0.0,1.0
3694888974,2013-03-25,3004.56,1002.0,78,6,2.29,4.0,0.0,1.0,4.0,0.0
3703042085,2013-03-25,4169.19,1678.0,76,1,6.99,1.99,20.68,3.0,1.0,11.0
3711247889,2013-03-25,4110.37,1837.0,97,7,0.0,0.0,0.0,0.0,0.0,0.0
3792834733,2013-03-25,7070.0,2058.0,94,4,44.93,0.0,28.54,11.0,0.0,13.0
3794942522,2013-03-25,4220.56,828.0,69,1,0.0,0.0,26.35,0.0,0.0,10.0
3806609612,2013-03-25,3936.69,1739.0,64,7,11.12,0.0,28.41,4.0,0.0,14.0
3807885775,2013-03-25,7762.87,2831.0,107,2,19.3,0.0,38.4,8.0,0.0,15.0
3864742904,2013-03-25,2758.51,1535.0,74,3,2.38,0.0,23.94,2.0,0.0,6.0
3890320990,2013-03-25,1424.25,478.0,25,5,0.0,0.0,0.0,0.0,0.0,0.0
3890474213,2013-03-25,1226.97,501.0,72,8,0.0,0.0,0.0,0.0,0.0,0.0
4099876852,2013-03-25,6692.61,2223.0,203,1,22.63,0.0,1.51,15.0,0.0,1.0
4129395200,2013-03-25,1405.71,531.0,63,2,0.0,0.0,1.0,0.0,0.0,1.0
4195834447,2013-03-25,732.66,223.0,19,1,2.59,0.0,23.31,1.0,0.0,9.0
4200345079,2013-03-25,2056.46,782.0,74,2,6.99,0.0,22.950000000000003,1.0,0.0,7.0
4617004783,2013-03-25,5378.96,1679.0,100,3,0.0,0.0,0.0,0.0,0.0,0.0
4617621836,2013-03-25,2242.2200000000003,656.0,25,10,0.0,0.0,0.0,0.0,0.0,0.0
4618415649,2013-03-25,3376.55,967.0,39,3,0.0,1.79,0.0,0.0,1.0,0.0
4619004349,2013-03-25,4350.54,1366.0,90,3,0.0,0.0,0.0,0.0,0.0,0.0
4619043805,2013-03-25,11840.0,3780.0,89,8,9.07,27.35,0.0,3.0,20.0,0.0
4619660611,2013-03-25,4913.15,1213.0,46,12,12.66,2.78,0.0,4.0,2.0,0.0
4619688612,2013-03-25,877.38,290.0,64,5,0.0,0.0,0.0,0.0,0.0,0.0
4619965984,2013-03-25,5710.31,1707.0,119,3,0.0,10.0,0.0,0.0,8.0,0.0
4620399494,2013-03-25,2245.39,384.0,55,1,2.79,0.0,0.0,1.0,0.0,0.0
4620965336,2013-03-25,4937.85,1446.0,77,9,0.0,8.7,0.0,0.0,6.0,0.0
4622284277,2013-03-25,8629.86,2132.0,254,2,0.0,0.0,0.0,0.0,0.0,0.0
4623441300,2013-03-25,3272.33,891.0,57,2,2.99,0.0,0.0,1.0,0.0,0.0
4624566010,2013-03-25,5931.68,1982.0,57,4,2.79,0.0,0.0,1.0,0.0,0.0
4624806600,2013-03-25,8129.33,2637.0,146,1,0.0,138.49,0.0,0.0,95.0,0.0
4624958431,2013-03-25,9713.44,2497.0,88,3,2.99,14.42,2.99,1.0,10.0,1.0
4626021731,2013-03-25,13426.86,5100.0,128,2,2.99,36.29,0.0,1.0,25.0,0.0
4626309533,2013-03-25,4092.76,1283.0,76,1,3.99,6.69,3.99,1.0,3.0,1.0
4627698972,2013-03-25,7104.47,2380.0,130,2,2.59,0.0,0.0,1.0,0.0,0.0
4627746228,2013-03-25,5221.93,1849.0,71,3,2.99,0.0,0.0,1.0,0.0,0.0
4627945157,2013-03-25,5108.24,1338.0,103,4,0.0,1.99,0.0,0.0,1.0,0.0
4627978503,2013-03-25,1027.03,290.0,55,4,0.0,0.0,0.0,0.0,0.0,0.0
4628264192,2013-03-25,2967.38,959.0,81,4,0.0,7.75,0.0,0.0,5.0,0.0
4628626480,2013-03-25,7251.47,1996.0,67,4,0.0,3.78,0.0,0.0,2.0,0.0
4628690698,2013-03-25,2455.16,668.0,47,4,0.0,17.59,0.0,0.0,11.0,0.0
4629272827,2013-03-25,2851.95,872.0,57,2,0.0,2.78,0.0,0.0,2.0,0.0
4630203104,2013-03-25,3562.82,880.0,98,6,0.0,1.34,0.0,0.0,1.0,0.0
4630216893,2013-03-25,4023.42,1595.0,85,2,0.0,0.0,0.0,0.0,0.0,0.0
4630866790,2013-03-25,3854.67,1152.0,62,1,0.0,18.37,0.0,0.0,13.0,0.0
4631318773,2013-03-25,2848.38,833.0,79,2,0.0,0.0,0.0,0.0,0.0,0.0
4631544771,2013-03-25,3241.43,1293.0,102,1,0.0,0.0,0.0,0.0,0.0,0.0
4632038754,2013-03-25,4430.22,1085.0,49,10,0.0,0.0,0.0,0.0,0.0,0.0
4632913887,2013-03-25,2985.43,992.0,62,7,0.0,9.3,0.0,0.0,6.0,0.0
4634985025,2013-03-25,4251.33,1059.0,76,6,0.0,6.6,0.0,0.0,4.0,0.0
4635184086,2013-03-25,4558.45,1639.0,78,4,2.99,0.0,0.0,1.0,0.0,0.0
4635293025,2013-03-25,1535.54,525.0,25,8,0.0,0.0,0.0,0.0,0.0,0.0
4636077750,2013-03-25,3768.39,1091.0,45,7,0.0,0.0,0.0,0.0,0.0,0.0
4636502803,2013-03-25,7359.42,2623.0,151,3,0.0,34.91,0.0,0.0,24.0,0.0
4636556428,2013-03-25,3366.32,1204.0,34,7,2.99,22.92,0.0,1.0,17.0,0.0
4636936903,2013-03-25,3904.49,1063.0,60,7,0.0,4.0,0.0,0.0,2.0,0.0
4638274603,2013-03-25,3916.55,1120.0,104,2,0.0,0.0,0.0,0.0,0.0,0.0
4638293338,2013-03-25,6350.08,1643.0,129,3,6.78,0.0,0.0,2.0,0.0,0.0
4638325835,2013-03-25,3435.94,1086.0,77,1,0.0,3.38,0.0,0.0,2.0,0.0
4639042461,2013-03-25,10005.94,2571.0,72,4,5.98,0.0,0.0,2.0,0.0,0.0
4640460473,2013-03-25,5291.37,1926.0,79,2,11.36,0.0,0.0,4.0,0.0,0.0
4640986273,2013-03-25,1385.98,458.0,28,6,3.29,0.0,0.0,1.0,0.0,0.0
4641121077,2013-03-25,2157.08,723.0,111,3,0.0,0.0,0.0,0.0,0.0,0.0
4641396200,2013-03-25,3423.94,1061.0,83,3,0.0,0.0,0.0,0.0,0.0,0.0
4641832866,2013-03-25,1097.19,362.0,31,10,2.99,0.0,0.0,1.0,0.0,0.0
4642082485,2013-03-25,1738.75,595.0,47,8,0.0,3.38,0.0,0.0,2.0,0.0
18938874,2013-03-26,2776.4700000000003,932.0,38,3,0.0,0.0,0.0,0.0,0.0,0.0
55431649,2013-03-26,1905.9,639.0,63,11,0.0,0.0,0.0,0.0,0.0,0.0
85287702,2013-03-26,591.05,229.0,48,7,10.47,0.0,0.0,4.0,0.0,0.0
88100026,2013-03-26,9904.19,2764.0,160,4,0.0,3.87,0.0,0.0,3.0,0.0
90675707,2013-03-26,1995.26,761.0,64,6,0.0,0.0,0.0,0.0,0.0,0.0
97466869,2013-03-26,3253.87,733.0,77,5,0.0,0.0,0.0,0.0,0.0,0.0
98202210,2013-03-26,2578.43,613.0,85,4,0.0,0.0,0.0,0.0,0.0,0.0
101132595,2013-03-26,7428.68,1761.0,66,11,0.0,0.0,0.0,0.0,0.0,0.0
106072982,2013-03-26,2613.7200000000003,819.0,104,2,0.0,8.95,0.0,0.0,5.0,0.0
106569013,2013-03-26,4799.96,1296.0,182,3,0.0,0.0,0.0,0.0,0.0,0.0
107175080,2013-03-26,4690.13,1253.0,58,7,0.0,23.020000000000003,0.0,0.0,8.0,0.0
107456394,2013-03-26,4315.24,1418.0,51,4,5.58,6.359999999999999,0.0,2.0,4.0,0.0
115666185,2013-03-26,2840.79,945.0,101,7,0.0,1.49,0.0,0.0,1.0,0.0
120954019,2013-03-26,2862.68,753.0,63,4,0.0,0.0,0.0,0.0,0.0,0.0
121536788,2013-03-26,6125.82,1727.0,168,2,0.0,0.0,0.0,0.0,0.0,0.0
121657542,2013-03-26,4976.67,1683.0,133,4,2.99,0.0,0.0,1.0,0.0,0.0
123452057,2013-03-26,6591.3,2300.0,175,3,0.0,20.98,0.0,0.0,19.0,0.0
123742222,2013-03-26,3995.1,941.0,135,2,0.0,9.86,0.0,0.0,4.0,0.0
124734135,2013-03-26,6441.07,1644.0,94,3,4.29,0.0,0.0,1.0,0.0,0.0
124869516,2013-03-26,4054.3,1455.0,68,14,0.0,0.0,0.0,0.0,0.0,0.0
124955123,2013-03-26,10368.12,2283.0,223,2,2.79,75.41,0.0,1.0,55.0,0.0
125380963,2013-03-26,3352.7,709.0,133,18,5.98,0.0,0.0,2.0,0.0,0.0
125977371,2013-03-26,2007.57,404.0,135,3,0.0,0.0,0.0,0.0,0.0,0.0
126013128,2013-03-26,6185.84,1208.0,170,2,0.0,0.0,0.0,0.0,0.0,0.0
126445493,2013-03-26,1090.19,356.0,49,21,0.0,0.0,0.0,0.0,0.0,0.0
126807791,2013-03-26,8266.61,2682.0,192,5,6.48,3.49,3.49,2.0,1.0,1.0
126831894,2013-03-26,2590.19,723.0,140,4,0.0,3.38,0.0,0.0,2.0,0.0
133776267,2013-03-26,2172.75,645.0,37,2,0.0,0.0,0.0,0.0,0.0,0.0
134238273,2013-03-26,11222.35,3447.0,252,2,0.0,0.0,0.0,0.0,0.0,0.0
135211378,2013-03-26,3489.1800000000003,981.0,41,7,0.0,0.0,0.0,0.0,0.0,0.0
135575039,2013-03-26,4004.27,1472.0,63,9,0.0,0.0,0.0,0.0,0.0,0.0
138223530,2013-03-26,4885.04,1564.0,121,2,1.99,0.0,0.0,1.0,0.0,0.0
139614009,2013-03-26,2326.09,515.0,58,3,0.0,0.0,0.0,0.0,0.0,0.0
139827894,2013-03-26,3920.94,1631.0,119,2,0.0,0.0,0.0,0.0,0.0,0.0
140903377,2013-03-26,3614.07,1166.0,124,3,0.0,0.0,0.0,0.0,0.0,0.0
141012212,2013-03-26,2600.41,763.0,78,5,2.89,1.29,0.0,1.0,1.0,0.0
141716918,2013-03-26,2713.63,991.0,105,4,0.0,0.0,0.0,0.0,0.0,0.0
143473151,2013-03-26,1112.89,547.0,28,8,0.0,0.0,0.0,0.0,0.0,0.0
143703998,2013-03-26,3337.95,929.0,92,7,0.0,2.65,0.0,0.0,1.0,0.0
144355311,2013-03-26,8510.54,2579.0,148,2,0.0,10.0,0.0,0.0,10.0,0.0
144432578,2013-03-26,3231.17,1063.0,94,5,2.79,0.0,0.0,1.0,0.0,0.0
172109461,2013-03-26,741.48,162.0,18,8,0.0,0.0,0.0,0.0,0.0,0.0
175362740,2013-03-26,1994.59,924.0,34,2,2.79,0.0,0.0,1.0,0.0,0.0
175510776,2013-03-26,2829.51,932.0,48,4,0.0,0.0,0.0,0.0,0.0,0.0
179437723,2013-03-26,5448.37,1686.0,87,3,0.0,5.96,0.0,0.0,4.0,0.0
201588534,2013-03-26,3633.03,852.0,119,6,0.0,13.16,0.0,0.0,4.0,0.0
217935284,2013-03-26,1108.13,557.0,62,3,72.72,0.0,15.25,56.0,0.0,6.0
223252969,2013-03-26,2328.63,638.0,48,6,0.0,0.0,0.0,0.0,0.0,0.0
231832244,2013-03-26,4155.4400000000005,1124.0,40,7,1.55,0.0,0.0,1.0,0.0,0.0
232644879,2013-03-26,3529.88,1089.0,90,6,2.99,0.0,0.0,1.0,0.0,0.0
240192052,2013-03-26,3470.35,802.0,30,6,5.98,0.0,0.0,2.0,0.0,0.0
